name,description,price,currency,iso_image
SUEDE BIKER ANKLE BOOTS,"Biker style ankle boots in suede. Straps with metal detail. Squared toe. 

Sole height: 1.6 inches (4 cm)",109.0,USD,264e4378-155e-45e5-a101-a2b70663ad45
BLOCK HEEL STRAPPY LEATHER SANDALS,"Block heel leather sandals. Crossed front straps. Ankle strap closure. Squared toe. 

Heel height: 3 inches (7.5 cm)",109.0,USD,43ec48af-9eb5-4b3a-bed9-5684f12e541d
HEELED ANIMAL PRINT BOOTS,"Animal print knee high boots. High heels. Pointed toe. 

Heel height: 3.1 inches (8 cm)",109.0,USD,33866e42-1f03-4989-ab13-37838ef1819e
BLOCK HEEL HIGH HEELS,"Block heel pumps. Tortoiseshell heels. Pointed toe. 

Heel height: 2.8 inches (7 cm)",49.9,USD,d4a1b773-84fd-4600-adcf-e9fe2e100430
ANIMAL PRINT LOAFERS,"Flat animal print leather penny loafers. High vamp and saddle. Rounded toe. 

Sole height: 0.8 inches (2 cm)",49.9,USD,1cbb0144-ed6e-427a-8439-56a4ad5ca9cd
DISTRESSED EFFECT HEELED BOOTS,"Knee high boots with distressed effect. Thin heel. Pointed toe. 

Heel height: 3.1 inches (8 cm) 

This product may vary in tone and texture due to the unique characteristic of the raw materials used in the manufacturing process.",99.9,USD,e4dd169f-4047-42bf-88be-d3b2010d92db
DISTRESSED EFFECT LEATHER BIKER ANKLE BOOTS,"Distressed effect leather ankle boots. Side pull tabs. Squared toe. 

Sole height: 1.6 inches (4 cm)",129.0,USD,a3ed8134-9183-456f-80c7-fa8645a77633
CONTRAST LEATHER LOAFERS,"Flat leather loafers. Contrasting upper. Ruching detail. High vamp and saddle. Rounded toe. 

Sole height: 1.2 inches (3 cm)",89.9,USD,79e061f9-ebbe-4d77-86cf-e25136325fac
HEELED COWBOY ANKLE BOOTS,"Block heel cowboy ankle boots. Side elastic goring. Pointed toe. 

Heel height: 3.3 inches (8.5 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",59.9,USD,bbc5531b-2a00-4316-b253-294654361c28
MESH HEELED MARY JANES,"Block heel Mary Jane shoes. Double strap at instep. Squared toes. 

Heel height: 1.6 inches (4 cm)",49.9,USD,683efc97-72af-4f72-8175-b1e38f6bf07b
CASUAL NYLON SNEAKERS,"Casual sneakers in nylon with leather details. Contrast back. Lace-up closure. 

Sole height: 0.8 inches (2 cm)",49.9,USD,6132f7db-359d-45d8-b90b-5c4826d9d5d4
FLAT BUCKLED CLOGS,"Flag open back clogs. Metal buckle detail. 

Sole height: 1 inch (2.5 cm)",49.9,USD,a519cfc4-d1bb-4a14-a16f-5d42de9889b0
WIDE HEEL HIGH SHAFT BOOTS,"Knee high leather boots. Block heels. Rounded toe. 

Heel height: 3.1 inches (8 cm)",169.0,USD,5b1c5d44-a50a-44af-98c6-00ede8455284
HEELED COWBOY BOOTS,"Heeled cowboy style boots. Textured detail at shaft. Side pull tabs. Pointed toe. 

Heel height: 1.8 inches (4.5 cm)",109.0,USD,96fee5e8-4ab9-4e1e-9061-e495bfd29310
DISTRESSED EFFECT HEELED SANDALS,"Distressed effect heeled sandals. Wide strap and thin strap at instep. Buckle closure. 

Heel height: 2.8 inches (7 cm)",59.9,USD,2c0ff0d8-0736-4dd6-a0e8-50817be9cfb7
SHINY WOVEN MULES,"Flat mules with shiny woven upper. 

Sole height: 0.8 inches (2 cm)",59.9,USD,8d5433c3-5dfb-4b5e-bc3b-9e7673d09028
HEELED LEATHER ANKLE BOOTS,"Heeled leather ankle boots. Zipper closure. Block heels. Pointed toe. 

Heel height: 3 inches (7.5 cm)",79.9,USD,9de13d22-a055-4a89-b550-86f69a358046
CONTRASTING DETAIL RUNNING SNEAKERS,"Running style athletic sneakers with contrasting laces. Lace-up closure. Pull tabs. Lug soles. 

Sole height: 1.6 inches (4 cm)",69.9,USD,ff9c7447-4b47-4aea-a780-63f4788606b8
SNEAKERS,"Running style sneakers with color detail at back. Chunky soles with raised details. Lace-up closure. 

Sole height: 2 inches (5 cm)",69.9,USD,f77ac7c6-2e5b-4d41-9892-220a2d4fc302
KNEE HIGH COWBOY BOOTS,"Knee high cowboy boots. Block heels. Pointed toe. 

Heel height: 1.8 inches (4.5 cm)",69.9,USD,e8af93b5-fbca-418c-b3f4-96f061f8e801
Flat leather loafers. High vamp and saddle. Rounded toe. <br/><br/>Sole height: 0.8 inches (2 cm),"Flat leather loafers. High vamp and saddle. Rounded toe. 

Sole height: 0.8 inches (2 cm)",89.9,USD,9341e786-4814-422b-a406-afd2b6af9e37
CHUNKY PLATFORM SANDALS,"High heel platform sandals. Buckled ankle strap closure. Squared toes.

Heel height: 5.5 inches (14 cm)",89.9,USD,f351b498-4656-455e-a5ac-a0a1a5be0e73
LACE-UP LEATHER ANKLE BOOTS,"Flat ankle boots in leather. Lug soles. Back pull tab. Lace-up closure. 

Sole height: 1.6 inches (4 cm)",129.0,USD,5e983e1f-3323-4c4d-a9d1-c1480f7a432c
WATER RESISTANT AND WATER REPELLENT QUILTED METALLIC BOOTS SKI COLLECTION,"Ankle boots. Upper in a combination of materials. Quilted upper. Reinforcements at toes, sides, and heel. Non-slip sole. Lined interior. Adjustable lace-up closure. 

Sole height: 1.4 inches (3.5 cm)",139.0,USD,963115f6-1c84-49af-922e-8c03730e2afa
HEELED MULES WITH BOW,"Slingback heels with faux patent leather. Front bow detail. Thin heel. Pointed toe.

Heel height: 2.4 inches (6 cm)

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",49.9,USD,eeb69224-af49-4e82-95dd-4918749c852a
LACE UP VELVET BALLET FLATS,"Velvet ballet flats. Ankle tie closure. 

Sole height: 0.4 inches (1 cm)",59.9,USD,26b21411-ebfb-4ea9-a9a4-6ff7f2421f46
PINSTRIPE HEELED PUMP,"Pinstripe print heeled shoes. Thin heel. Pointed toe.

Heel height: 3.9 inches (10 cm)",49.9,USD,d99ddb77-017a-4b0e-abb6-dea021c2e3d4
MESH HEELED SANDALS,"Metallic effect heeled sandals. Front mesh detail. Round toe. 

Heel height: 2.8 inches (7 cm)",49.9,USD,87ddc103-a3ce-442a-ba75-521aee23d5a6
SOFT LEATHER HIGH HEELED BOOTS,"Knee high heeled boots in soft leather. Wide shaft. 

Heel height: 3.1 inches (8 cm)",229.0,USD,9afe586a-e170-4bc3-8dda-1c20f07b3b45
INSTEP STRAP HEELED MULES,"Heeled mules. Buckled strap detail at instep. Pointed toe. Thin heel.

Heel height: 3.5 inches (9 cm)",59.9,USD,8c30c825-2936-4cbe-a7d6-eb883247f518
TALL FABRIC BOOTS,"Tall boots in pinstripe printed fabric. Gaiter detail. Pointed toe. 

Heel height: 2.8 inches (7 cm)",109.0,USD,134547bc-5c0a-4ff1-b1da-86922f96c341
FLAT LEATHER LOAFERS,"Flat leather loafers. High vamp and saddle. 

Sole height: 0.8 inches (2 cm)",109.0,USD,d8e29d6f-ed33-4928-a207-ba5175aef37d
FLAT LEATHER LOAFERS,"Flat leather loafers. High vamp and saddle. 

Sole height: 0.8 inches (2 cm)",109.0,USD,6b2a09e8-40b8-4391-862f-158f90192fef
FAUX FUR ANKLE BOOTS,"Faux fur flat ankle boots. Rounded toe.

Sole height: 0.4 inches (1 cm)",109.0,USD,29fcb109-ab90-4835-9d4a-268fe8aba01c
LACE UP SNEAKERS,"Casual sneakers with contrast back piece. Flatform sole. Lace-up closure. 

Sole height: 1.6 inches (4 cm)",35.9,USD,6862c64e-a6eb-4c96-b321-1dad8b154c49
FLAT SEQUIN SANDALS,"Flat fabric sandals with sequins. Wide crossed straps and back strap with adhesive. Round toe. 

Sole height: 0.8 inches (2 cm)",69.9,USD,c229a52b-6574-4049-8f71-bfc8b4926da0
DISTRESSED EFFECT BLOCK HEEL CLOGS,"Clogs with block heel and distressed effect. Pointed toe. 

Heel height: 2.8 inches (7 cm)",69.9,USD,3e1132e1-8d50-4967-9a58-2bd19a018436
FLATFORM SNEAKERS,"Sneakers with flatform soles. Lace-up closure. 

Sole height: 1.6 inches (4 cm) 

STARFIT®. Flexible technical sole made of polyurethane foam designed to offer increased comfort.",39.9,USD,f5ef3ea1-9dc8-49a7-8722-9880c8d12382
ANIMAL PRINT LOAFERS,"Flat animal print leather penny loafers. High vamp and saddle. Rounded toe. 

Sole height: 0.8 inches (2 cm)",49.9,USD,a0592f5b-f117-4a9b-b576-183e6e4209cd
METALLIC LOAFERS,"Flat loafers. Metallic effect. High vamp with saddle. Rounded toe.

Sole height: 1.2 inches (3 cm)",49.9,USD,a1a0ff52-df1d-44c6-baa1-aeb2c131dd49
FABRIC HEELED ANKLE BOOTS,"Fabric ankle boots. Thin heel. Pointed toe.

Heel height: 3.8 inches (9.6 cm)",49.9,USD,1709e287-17a2-4cc6-a4fc-aa3bc16d48de
STRAPPY HEELED MARY JANES,"Block heel Mary Jane shoes. Faux patent leather finish. Buckled straps. 

Heel height: 1.6 inches (4 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",49.9,USD,321ce640-4d2e-445d-beeb-00ddad6e8c51
METALLIC SANDALS,"High heel platform sandals with metallic effect. Buckled ankle strap closure. 

Heel height: 4.5 inches (11.5 cm)",69.9,USD,93a183e1-fb69-4b43-ac43-4c11cf4ee0c4
BUCKLED OPEN DETAIL LEATHER ANKLE BOOTS,"Flat ankle boots in leather with side open details and buckled straps. Rounded toe. 

Sole height: 1.8 inches (4.5 cm)",189.0,USD,feac2ade-69ad-4c7b-a62d-a1bda51965e2
BUCKLED STRAP ANKLE BOOTS,"Ankle boots with elastic shaft. Low block heel. Double strap with buckles at side. 

Heel height: 2 inches (5 cm)",59.9,USD,7f579d41-b13b-499f-ab6a-4bcd211f1cba
HEELED ANKLE BOOTS WITH BUCKLE,"High heeled ankle boots. Buckle detail at front. Side zip closure. Pointed toe. 

Heel height: 3.3 inches (8.5 cm)",59.9,USD,5c7eb443-6a85-43ec-bbb6-bf7bd4f72cc1
BUCKLED LEATHER ANKLE BOOTS,"Ankle boots in a combination of leather and stretch fabric. Buckled strap details at shaft. 

Sole height: 1.9 inches (4.7 cm)",79.9,USD,4c52a6d1-cc03-441e-a70d-a72a9fd909d6
SHINY FLOWER VINYL MULES,"Heeled mules. Wide vinyl strap with shiny flower. 

Heel height: 3.1 inches (8 cm)",79.9,USD,0ec3d933-97e5-42a9-a7a7-b99dd714e81a
FAUX FUR BALLET FLATS,"Faux fur ballet flats. Double straps on the instep. Back pull tab. Rounded toe.

Sole height: 0.4 inches (1 cm)",49.9,USD,413b175b-e7b7-4b7a-9825-bba796d1b69c
COMBO SNEAKERS,"Running style sneakers in a combination of pieces and colors. Lug sole with textured details. Lace-up closure. 

Sole height: 1.6 inches (4 cm)",49.9,USD,c5ddb54e-7e40-4825-953c-f65860250a34
BUCKLE MARY JANES,"Mary Jane shoes. Wide strap with buckle. Squared toe. Chunky soles. 

Sole height: 1.6 inches (4 cm)",49.9,USD,4186b4a3-aec8-49e6-96da-5d8c13bf9912
BUCKLED LUG SOLE MARY JANES,"Mary Jane style shoes with faux patent leather. Chunky lug soles. Rounded toe. Buckle closure. 

Sole height: 2.6 inches (6.5 cm)",49.9,USD,7a42a307-45ee-4e75-9daa-055857be6f9f
METAL TRIM BLOCK HEEL ANKLE BOOTS,"Block heel ankle boots. Metal trim at interior of heel. Snug shaft with side elastic goring. Rounded toe.

Heel height: 2 inches (5 cm)",49.9,USD,d14b1bed-4cb1-4aa9-8512-9b89c3c0accf
HEELED KNEE HIGH BOOTS,"Heeled knee high boots. Pointed toe. Side zip closure. 

Heel height 3.8 inches (9.8 cm)",79.9,USD,2e726ec6-4a36-49e9-af14-8cb73d3258af
CHELSEA BOOTS,"Chelsea style ankle boots. Side elastic goring. Pull tab detail. 

Heel height: 1.2 inches (3 cm)",69.9,USD,32a3f121-486c-476a-88d1-d86159cbcdaa
SOFT LEATHER BALLET FLATS,"Ballet flats in soft leather. Front metal trim. Rounded toe. 

Sole height: 0.4 inches (1 cm)",89.9,USD,d7e4412a-09ee-48a0-b88b-2e2b5432b9d7
HEELED BOOTIES WITH LUG SOLES,"Heeled ankle boots with lug sole and stretch shaft. Back pull tab. Zip closure. Rounded toe. 

Heel height: 2.4 inches (6 cm)",49.9,USD,70c7d0a5-1250-4800-9381-c6526f838ffc
DISTRESSED FLAT LOAFERS,"Flat loafers with distressed look. High vamp with saddle. Rounded toe.

Sole height: 0.9 inches (2.4 cm)",49.9,USD,96fd2db9-0667-46f0-8bb0-8d69d7a44fee
TASSELED MOCCASINS,"Flat loafers with faux patent leather. Front tassels with metal piece trim. Rounded toe.

Sole height: 0.9 inches (2.4 cm)",49.9,USD,2212bd4d-35ee-48ea-b370-6eafa0ea23ab
DISTRESSED LEATHER ANKLE BOOTS,"Distressed effect leather ankle boots. Back pull tab. Chunky soles. Rounded toe.

Heel height: 2 inches (5 cm)",129.0,USD,2745c48e-d28f-42be-862e-3cfae31c2f42
FLEECE ANKLE BOOTS,"Faux shearling trim ankle boots. Chunky flatform soles. Lace-up closure. 

Sole height: 2.4 inches (6 cm)",129.0,USD,6b4c1642-3cda-402d-ad05-30cac48fd71a
LUG SOLE HEELED BOOTS,"Heeled knee high boots. Lug sole. Back pull tab. Zip closure. Rounded toe. 

Heel height: 2.9 inches (7.3 cm)",69.9,USD,90d0549f-6f72-413f-a856-ea893f632f5b
CONTRASTING WATER RESISTANT AND WATER REPELLENT QUILTED BOOTS SKI COLLECTION,"Ankle boots. Upper in a combination of materials. Quilted upper. Reinforcements at toes, sides, and heel. Non-slip sole. Lined interior. Shaft with adjustable elastic rubber pull tab. Adjustable lace-up closure. 

Sole height: 1.4 inches (3.5 cm)",139.0,USD,da84b3f2-0bf9-4707-b90c-54555cc20a1e
LOW HEELED LEATHER ANKLE BOOTS WITH ZIPPER,"Leather ankle boots. Chunky soles. Zip closure. Rounded toe.

Sole height: 1.8 inches (4.5 cm)",139.0,USD,450a4aa7-ff89-446f-97d9-42f593930e4c
HIGH HEELED FABRIC SANDALS,"Heeled fabric sandals. Strap upper. Buckle closure at ankle. Rounded toe.

Heel height: 3.1 inches (8 cm)",59.9,USD,a7b69fdc-2149-4481-99fb-9106fb258cb1
HEELS WITH ANKLE STRAP,"Heeled pumps. Buckled ankle strap closure. Pointed toe. 

Heel height: 3.9 inches (10 cm)",59.9,USD,e45527e6-cc79-489c-9871-24b25970a799
STUDDED COWBOY BOOTS,"Cowboy style boots with studs detail. Side pull tabs. Pointed toe. 

Heel height: 2 inches (5 cm)",129.0,USD,7c20350c-f2bb-40d8-8338-fb5216f650c8
WATER RESISTANT AND WATER REPELLENT ANKLE BOOTS SKI COLLECTION,"Ankle boots. Upper in a combination of materials. Reinforcements at toes, sides, and heel. Non-slip sole. Lined interior. Shaft with adjustable elastic rubber pull tab. Adjustable lace-up closure. 

Sole height: 1.4 inches (3.5 cm)",129.0,USD,dc988428-6cde-4df5-b861-bb50609d00aa
FLAT FAUX SHEARLING ANKLE BOOTS,"Ankle boots. Upper in a combination of materials. Rubberized reinforcements at toes, side, and heels. Chunky soles. Lined interior. Adjustable lace-up closure.

Sole height: 2 inches (5 cm)",129.0,USD,4efd1173-4645-4fc8-964c-4db778db7e6e
HEELED GAITER BOOTS,"High stiletto heeled knee high boots. Footed detail. Pointed toe. 

Heel height: 2.8 inches (7 cm)",109.0,USD,0f4f0809-d02f-4ee8-a971-9550e8760138
SPLIT LEATHER CHELSEA BOOTS,"Low heel Chelsea style suede ankle boots. Side elastic goring. Front and back pull tabs. Rounded toe.

Sole height: 1.6 inches (4 cm)",109.0,USD,1f7d532d-894c-4849-b737-a197768ed220
VELVET KNEE HIGH HEELED BOOTS,"Velvet knee high boots. High stiletto heel. Pointed toe. 

Heel height: 3.9 inches (10 cm)",109.0,USD,77cc1bac-394d-4505-b12a-0841d58ac5b0
SQUARE TOE HEELED STRETCH BOOTS,"Heeled stretch boots. Thin heel. Squared toe.

Heel height: 3.5 inches (9 cm)",109.0,USD,ef8a5681-d818-4ffd-80f1-a09a869cb626
COMBO SNEAKERS,"Running style sneakers in a combination of pieces and colors. Lug sole with textured details. Lace-up closure. 

Sole height: 1.6 inches (4 cm)",49.9,USD,23491099-5475-4d7e-ae6e-c070ab82a4ee
HEELED CROC ANKLE BOOTS,"Heeled ankle boots. Animal print detail. Block heels. Zip closure. Pointed toe.

Heel height: 3.3 inches (8.5 cm)",49.9,USD,74f6789c-9579-4ed7-8313-6a892e7e3286
BLOCK HEEL BOW PUMPS,"Block heel pumps. Faux patent leather finish. Front bow embellishment. Pointed toe. 

Heel height: 2.1 inches (5.3 cm)",49.9,USD,bd5a515e-3558-4fd9-bdc0-2d5dfd8c98b9
FABRIC HEELED ANKLE BOOTS,"Ribbed fabric ankle boots. Fitted upper. High heels. 

Heel height: 2.8 inches (7.2 cm)",49.9,USD,6f978cf0-b693-47f8-b49a-908a581a2912
ATHLETIC SNEAKERS,"Casual athletic sneakers. Back contrast detail. Lace-up closure.

Sole height: 0.8 inches (2 cm)",49.9,USD,e894f0f8-15f9-4d4a-80c2-8a6aedf23c65
STRAPPY VELVET SANDALS,"High heel velvet sandals. Crossed thin straps. Round toe. Buckled ankle strap closure. 

Heel height: 3.9 inches (10 cm)",49.9,USD,b9feb062-079f-4a07-98a8-bb0880e05c2c
FLATFORM SNEAKERS,"Mixed casual sneakers. Flatform sole. Lace-up closure. 

Sole height: 1.4 inches (3.5 cm)",49.9,USD,6bd5cd6f-aac4-48d0-9af3-1fc09091d8a1
LOW HEELED RUBBER SOLE BOOTS,"Boots with distressed effect finish. Rubberized lug sole. Side pull tabs. Rounded toe. 

Sole height: 1.6 inches (4 cm)",89.9,USD,f5b6b56c-251d-4e6c-b3b3-edaf02245e92
BUCKLED HIGH HEELED SANDALS,"High heel fabric sandals. Buckled wide strap at ankle. Thin strap at front. 

Heel height: 3.9 inches (10 cm)",89.9,USD,68eed448-d33c-45d4-b746-3f8bae36f2aa
BUCKLED ANKLE BOOTS,"Ankle boots. Buckle detail at front and rubberized toe cap. Back pull tab. Chunky lug soles. Zip closure.

Sole height: 1.8 inches (4.5 cm)",89.9,USD,6f59d9dc-6ba9-479a-a430-199071d3dfb0
BLOCK HEEL LEATHER SANDALS,"Block heel leather sandals. Wide crossed straps with buckle closure. Squared toe. 

Heel height: 3 inches (7.5 cm)",109.0,USD,012b0dd3-4e12-4d82-a076-3b8684aabeb1
CRYSTAL LEATHER HIGH HEELED SANDALS,"High heel leather sandals. Thin straps with rhinestone details. Round toe. Buckled ankle strap closure. 

Heel height: 3.9 inches (10 cm)",89.9,USD,c982327c-ee25-47ca-aae7-8902a48f4e1b
LEATHER STRAPPY SANDALS,"High heel leather sandals with metallic effect. Thin straps. Round toe. Buckled ankle strap closure. 

Heel height: 3.9 inches (10 cm)",89.9,USD,000893d0-18f1-4557-8d27-b9b3452829b1
CASUAL ATHLETIC SNEAKERS,"Mixed casual sneakers. Chunky soles. Lace-up closure. 

Sole height: 1.6 inches (4 cm)",39.9,USD,427f0dd8-3a22-4799-94b1-4b5832839b5b
FAUX FUR LINED SUEDE CLOGS,"Flat suede clogs. Metal buckle at side and faux fur interior. Rounded toe.

Sole height: 1 inch (2.5 cm)",69.9,USD,c812ee09-747e-481c-b6a8-131eb24d7c5d
LUG SOLE TASSEL LOAFERS,"Patent effect loafers. Front tassels. Lug soles with raised details. 

Sole height: 2 inches (5 cm)",69.9,USD,f8946ab4-d073-42d0-9c34-d8a97fdcc01f
RHINESTONE OPEN BACK HEELS,"High heel slingbacks in mesh fabric. Thin crossover straps with rhinestone details. Buckle closure. 

Heel height: 3.9 inches (10 cm)",69.9,USD,2b61266f-c945-467e-86b5-cab96db858e8
COMBO SNEAKERS,"Running shoes in a combination of materials with leather pieces. Lug soles. Lace-up closure.

Sole height: 1 inch (2.5 cm)",69.9,USD,90c34efb-2e03-482b-8c56-1aa1a70dead3
RUBBERIZED CLOGS,"Rubberized clogs. Chunky soles. Rounded toe.

Sole height: 2.6 inches (6.5 cm)",59.9,USD,2f2e6c92-63ec-4ed3-a2bb-c2bf48b48f13
VELVET HEELED ANKLE BOOTS,"Heeled velvet ankle boots. Zip closure. Pointed toe. Thin heel.

Heel height: 3.3 inches (8.5 cm)",59.9,USD,429d4824-b48a-4c98-b3de-620cb7ffd32c
METAL TRIM FLAT LOAFERS,"Flat loafers. High vamp and metal trim at saddle. Rounded toe. 

Sole height: 0.9 inches (2.4 cm)",49.9,USD,41966eb0-7522-44aa-b623-cc7e35c2b8e1
STILETTO HEELS,"Heeled pumps. Thin heel. Pointed toe.

Heel height: 3 inches (7.5 cm)",49.9,USD,d74d4ab3-b8e9-4891-ad54-8b71c558740d
CASUAL FABRIC SNEAKERS,"Casual fabric sneakers. Sole with raised detail. Lace-up closure. 

Sole height: 1.6 inches (4 cm)",49.9,USD,df27d137-efb2-439e-bb27-b5dc0cf6cf6f
FLAT STRAPPY SANDALS WITH METAL EMBELLISHMENT,"Flat sandals with thin straps and metal embellishment at toe. Buckle closure. 

Sole height: 0.6 inches (1.5 cm)",49.9,USD,012404a5-490e-494c-81f6-7661880ce40b
ATHLETIC PLATFORM SNEAKERS,"Casual sneakers. Platform sole. Lace-up closure. 

Sole height: 2 inches (5 cm) 

STARFIT®. Flexible technical sole made of polyurethane foam designed to offer increased comfort.",49.9,USD,aedd025b-17f5-4c1b-a8f3-49369174803f
RUBBERIZED SOLE SUEDE ANKLE BOOTS,"Leather ankle boots in suede. Chunky rubberized soles. Back pull tab. Rounded toe. 

Sole height: 3 inches (7.5 cm)",109.0,USD,8c6f78ec-8857-45a5-9c1f-8d0efb44abd5
FAUX SHEARLING FLAT LEATHER ANKLE BOOTS,"Flat ankle boots in leather with faux shearling. Strap with metal embellishment. Back pull tab. Rounded toe. 

Sole height: 1.2 inches (3 cm)",69.9,USD,2d7d0ea3-eaaa-48c2-aa15-aa46cfe79621
FABRIC LUG SOLE ANKLE BOOTS,"Fabric ankle boots. Fitted upper. Lug soles. Rounded toe. 

Sole height: 2.6 inches (6.5 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",79.9,USD,7873ad2e-4077-458b-89cf-4bccd426870d
HEELS WITH ANKLE STRAP,"Heeled pumps. Block heels. Pointed toe. Buckled ankle strap closure.

Heel height: 3.9 inches (10 cm)",59.9,USD,164e5419-2214-4f95-a2ae-3387df3e5105
FLAT FABRIC ANKLE BOOTS,"Fabric ankle boots. Chunky soles. Quilted shaft. Adjustable lace-up closure.

Sole height: 2 inches (5 cm)",89.9,USD,78b23252-d681-46e1-9132-371cdd0f2be4
LEATHER SQUARE TOE ANKLE BOOTS,"Leather ankle boots. Wide shaft. Back pull tab. Squared toe. 

Sole height: 1.6 inches (4 cm)",159.0,USD,fd705a1d-7c10-405c-8403-43b9cc07d503
COMBO SNEAKERS,"Running shoes. Combination of colors and materials with leather pieces. Contrast back piece with animal print. Lace-up closure.

Sole height: 1 inch (2.5 cm)",69.9,USD,83a88203-5bba-4a9f-a34d-655850cf63b3
FAUX SHEARLING FLAT LEATHER ANKLE BOOTS,"Flat ankle boots in leather. Fleece interior. Back pull tab. Rounded toe. 

Sole height: 1.2 inches (3 cm)",69.9,USD,aefd4dc3-87ec-4a0b-bca4-32c3d7bd3347
RHINESTONE HEELED ANKLE BOOTS,"Heeled ankle boots. Rhinestone details at upper. Side zip closure. Block heels. Pointed toe.

Heel height: 3.7 inches (9.5 cm)",69.99,USD,604329cf-4afd-492f-95cd-d398463a2f97
LOW HEELED RUBBER SOLE BOOTS,"Boots with distressed effect finish. Wide shaft. Side pull tab. Rubber lug sole. Rounded toe. 

Sole height: 1.6 inches (4 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",89.9,USD,76731198-7d74-4b9b-a420-18745969a613
BUCKLED SUEDE ANKLE BOOTS,"Leather ankle boots in suede. Buckle details at shaft. Rounded toe. 

Sole height: 1.2 inches (3 cm)",159.0,USD,09c42a04-bf50-4415-bc64-a0f53ece599c
BUCKLED LEATHER KNEE HIGH BOOTS,"Knee high leather boots. Wide straps with metal buckles. Side zip closure. Chunky soles. 

Sole height: 2 inches (5 cm)",259.0,USD,2958a006-b716-4f88-ba65-baf41b5208d8
TALL BIKER BOOTS,"Tall shaft biker boots. Buckle details. Round toe.

Sole height: 1.7 inches (4.2 cm)",109.0,USD,5d818ad3-c3c7-4791-ac27-4a0cf9b8627b
HIGH HEEL VINYL SANDALS,"Vinyl high heel sandals. Wide front strap. Back strap with elastic piece. 

Heel height: 3 inches (7.5 cm)",49.9,USD,c4b441e5-454d-4981-b8a8-efd148ac509f
FAUX SHEARLING PADDED FLAT ANKLE BOOTS,"Ankle boots. Quilted upper. Lined interior. Chunky lug soles. Side button closure.

Sole height: 1.8 inches (4.5 cm)",89.9,USD,22b5f46c-d05d-41f8-ade7-5310b3986e05
MESH HEELED ANKLE BOOTS,"High heel mesh fabric ankle boots. Pointed toe. Zip closure.

Heel height: 4.1 inches (10.5 cm) 

AIRFIT®. Flexible technical sole made of latex foam designed to offer increased comfort.",79.9,USD,ad561971-0198-4973-a9b1-3e052bc585f6
LACE-UP LUG SOLE LEATHER ANKLE BOOTS,"Leather ankle boots. Lace-up closure. Lug soles. Rubberized rim. Back pull tab. 

Sole height: 1.6 inches (4 cm)",129.0,USD,2c6294ff-fbca-4405-9ef3-acd881f8c6c6
ZIPPERED TECHNICAL FABRIC ANKLE BOOTS,"Sporty ankle boots in technical fabric. Sole with raised detail. Centered front zipper. Back pull tab. 

Sole height: 1.6 inches (4 cm)",109.0,USD,656132d5-7e7b-4c32-937b-c9b19ee2dbb3
LEATHER CHELSEA ANKLE BOOTS,"Leather Chelsea style ankle boots. Side elastic goring. Pull tabs. Lug soles. 

Sole height: 1.2 inches (3 cm)",129.0,USD,f845c9bc-0cf8-4ad0-9002-e53d334ca1d9
SOFT LEATHER ZIPPERED BOOTS,"Soft leather boots. Wide shaft with zipper details. Kitten heels. Pointed toe. 

Heel height: 2 inches (5 cm)",199.0,USD,6b4de2f7-7deb-4860-af07-4990b59486dc
WIDE HEELED LEATHER ANKLE BOOTS,"Leather ankle boots with block heel. Wide shaft with back pull tab. Removable straps with metal details. Rounded toe. 

Heel height: 2.8 inches (7 cm)",199.0,USD,a7396a5b-1398-4aa4-a095-6a4621358bc8
BUCKLED LEATHER GAITER ANKLE BOOTS,"Leather ankle boots. Gaiter detail with buckles. Squared toe. 

Sole height: 1.6 inches (4 cm)",189.0,USD,7288ef34-6b7e-4171-9d85-16b163f2e5a2
RUCHED SOFT LEATHER BOOTS LIMITED EDITION,"High shaft soft leather boots with ruched effect. Strap with tabs at shaft. Pointed toe. 

Heel height: 1.8 inches (4.5 cm)",299.0,USD,b82a77d0-e955-4916-a1ab-9e7dad354132
BUCKLED LEATHER ANKLE BOOTS,"Flat biker ankle boots in leather. Buckled strap detail. 

Sole height: 1.6 inches (4 cm)",159.0,USD,3fc876a9-5c3d-4c10-ba1c-aff15b13de3d
RIBBED SOCK STYLE ANKLE BOOTS,"Flat ankle boots. Ribbed knit multi-positional sock style shaft. Lug sole. Back pull tab.

Sole height: 3 inches (7.6 cm)",69.9,USD,fbac4ab4-9a39-4baf-b8e5-701e1b577fe4
HEELED KNEE HIGH BOOTS,"Knee high leather boots with block heel. Pointed toe. 

Heel height: 2.8 inches (7 cm)

This product may vary in tone and texture due to the unique characteristic of the raw materials used in the manufacturing process.",159.0,USD,5075bfc1-8976-498d-a53c-4c7d67d008fc
LEATHER CHELSEA BOOTS,"Knee high boots made of leather. Zip closure. Squared toe.

Heel height: 2.1 inches (5.3 cm)",229.0,USD,6e496ab6-7c03-495c-af9b-cc83ff3b7c7b
